loan_amnt,term,int_rate,grade,emp_title,emp_length,annual_inc,issue_d,loan_status,purpose,total_pymnt,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,flag
16000,36 months,8.19%,A,Financial Analyst,10+ years,74e3,Jan-2019,Current,debt_consolidation,2495.75,Jun-2019,502.79,Jul-2019,Jun-2019,1
25000,60 months,10.33%,B,Supervisor,10+ years,129e3,Mar-2019,Current,medical,1591.4,Jun-2019,535.25,Jul-2019,Jun-2019,1
3000,36 months,10.72%,B,Guard,4 years,19200,Jan-2019,Current,house,487.31,Jun-2019,97.82,Jul-2019,Jun-2019,1
20000,36 months,13.08%,B,Foodserver,5 years,59e3,Mar-2019,Current,major_purchase,1994.88,Jun-2019,674.65,Jul-2019,Jun-2019,1
10000,36 months,12.98%,B,Teacher,3 years,5e4,Jan-2019,Current,credit_card,1394.28,May-2019,336.85,Jul-2019,Jun-2019,1
24000,60 months,14.74%,C,NA,10+ years,22700,Feb-2019,Current,debt_consolidation,1762.03,Jun-2019,567.69,Jul-2019,Jun-2019,1
40000,36 months,7.02%,A,NA,n/a,6e5,Feb-2019,Current,major_purchase,4926.2,Jun-2019,1235.45,Jul-2019,Jun-2019,1
13000,36 months,8.81%,A,Accounting Manager,3 years,83636,Jan-2019,Current,debt_consolidation,2048.52,Jun-2019,412.25,Jul-2019,Jun-2019,1
16000,60 months,12.98%,B,Accounting Manager,2 years,7e4,Jan-2019,Current,credit_card,1854.06,Jun-2019,363.89,Jul-2019,Jan-2019,1
5600,36 months,20.00%,D,Offline repair technician,9 years,65e3,Mar-2019,Current,home_improvement,611.92,Jun-2019,208.12,Jul-2019,Jun-2019,1
32000,60 months,10.72%,B,Truck Driver,3 years,8e4,Jan-2019,Current,debt_consolidation,3408.86,Jun-2019,691.3,Jul-2019,Jun-2019,1
20000,60 months,15.57%,C,RN,10+ years,95e3,Mar-2019,Late (31-120 days),debt_consolidation,447.21,Apr-2019,481.81,Jul-2019,Jun-2019,0
7200,36 months,8.19%,A,Certified pest control operator,2 years,65e3,Feb-2019,Current,debt_consolidation,898.49,Jun-2019,226.26,Jul-2019,Jun-2019,1
25000,36 months,6.46%,A,Assurance Manager,10+ years,210360,Feb-2019,Fully Paid,credit_card,25256.34672944,May-2019,8.52,NA,May-2019,1
28000,60 months,11.31%,B,Health Infomation Manager,2 years,7e4,Jan-2019,Current,debt_consolidation,3030.46,Jun-2019,613.13,Jul-2019,Jun-2019,1
25000,60 months,22.35%,D,Analyst,10+ years,57345,Jan-2019,Current,debt_consolidation,2750.8,May-2019,695.46,Jul-2019,Jun-2019,1
25000,60 months,11.80%,B,Journeymen,2 years,86e3,Jan-2019,Current,debt_consolidation,2751.56,Jun-2019,553.59,Jul-2019,Jun-2019,1
5000,36 months,7.56%,A,NA,n/a,35e3,Feb-2019,Current,debt_consolidation,620.58,Jun-2019,155.67,Jul-2019,Jun-2019,1
9000,36 months,8.81%,A,401(k) Service Support Lead,10+ years,59e3,Mar-2019,Current,debt_consolidation,847.42,Jun-2019,285.41,Jul-2019,Jun-2019,1
24000,60 months,15.57%,C,Director,1 year,75e3,Mar-2019,Current,debt_consolidation,1713.75,Jun-2019,578.17,Jul-2019,Jun-2019,1
35200,60 months,15.02%,C,NA,n/a,8e4,Jan-2019,Fully Paid,debt_consolidation,35219.9757066664,Jan-2019,35249.35,NA,Jan-2019,1
20000,60 months,19.92%,D,Front desk,2 years,25e3,Jan-2019,Fully Paid,other,20594.7693038668,Feb-2019,20616.9,NA,Mar-2019,1
15000,36 months,8.81%,A,SALES MANAGER,10+ years,15e4,Mar-2019,Current,home_improvement,1419.7,Jun-2019,475.68,Jul-2019,Jun-2019,1
4000,36 months,12.98%,B,Funeral Arranger,5 years,4e4,Jan-2019,Current,credit_card,673.7,Jun-2019,134.74,Jul-2019,Jun-2019,1
5500,36 months,11.71%,B,Medical Staff Manager,3 years,90500,Feb-2019,Current,debt_consolidation,2835.59,Jun-2019,181.92,Jul-2019,Jun-2019,1
16000,36 months,12.40%,B,NA,< 1 year,249996,Mar-2019,Current,debt_consolidation,1592.48,Jun-2019,534.5,Jul-2019,Jun-2019,1
40000,36 months,16.14%,C,Strategic Account Analyst,10+ years,95e3,Feb-2019,Current,credit_card,5600.33,Jun-2019,1409.05,Jul-2019,Jun-2019,1
9900,36 months,6.46%,A,Delivery driver,4 years,42e3,Feb-2019,Current,credit_card,1209.45,Jun-2019,303.25,Jul-2019,Jun-2019,1
10000,36 months,11.31%,B,NA,n/a,47600,Feb-2019,Current,credit_card,1309.16,Jun-2019,328.86,Jul-2019,Jun-2019,1
5000,36 months,10.33%,B,Associate Art Director,< 1 year,57300,Mar-2019,Current,credit_card,480.62,Jun-2019,162.12,Jul-2019,Jun-2019,1
14400,36 months,7.02%,A,Union Ironworker,10+ years,55e3,Jan-2019,Current,home_improvement,2254.74,Jun-2019,444.77,Jul-2019,Jun-2019,1
9800,36 months,15.02%,C,Medical Billing,7 years,46e3,Jan-2019,Current,debt_consolidation,1690.92,Jun-2019,339.82,Jul-2019,Jun-2019,1
8000,36 months,8.19%,A,Senior merchandising manager,4 years,43e3,Feb-2019,Current,credit_card,1001.96,Jun-2019,251.4,Jul-2019,Jun-2019,1
17000,36 months,6.46%,A,Project Manager,10+ years,85e3,Jan-2019,Current,credit_card,2070.72,May-2019,520.73,Jul-2019,Jun-2019,1
33000,60 months,12.40%,B,Business Analyst,< 1 year,75e3,Mar-2019,Current,debt_consolidation,2176.81,Jun-2019,740.76,Jul-2019,Jun-2019,1
40000,36 months,6.46%,A,Quality Assurance,10+ years,132e3,Jan-2019,Current,debt_consolidation,6097.49,Jun-2019,1225.24,Jul-2019,Jun-2019,1
7000,36 months,19.92%,D,Receiving Carton Handler,7 years,42e3,Jan-2019,Current,debt_consolidation,1283.81,Jun-2019,259.86,Jul-2019,Jun-2019,1
15000,36 months,7.56%,A,Lieutenant,10+ years,14e4,Jan-2019,Current,credit_card,2322.45,Jun-2019,467.01,Jul-2019,Jun-2019,1
8300,36 months,6.46%,A,customer service,2 years,53e3,Feb-2019,Current,debt_consolidation,1019.94,Jun-2019,254.24,Jul-2019,Jun-2019,1
17000,36 months,16.91%,C,Senior consultant,2 years,117200,Feb-2019,Current,credit_card,2421.37,Jun-2019,605.34,Jul-2019,Jun-2019,1
40000,36 months,6.46%,A,Registered Nurse,7 years,84e3,Mar-2019,Current,debt_consolidation,3661.36,Jun-2019,1225.24,Jul-2019,Jun-2019,1
19450,36 months,7.56%,A,Tech,1 year,46e3,Jan-2019,Current,debt_consolidation,4188.44,Jun-2019,605.56,Jul-2019,Jun-2019,1
20500,36 months,7.02%,A,Judge,6 years,198075,Mar-2019,Current,credit_card,1891.51,Jun-2019,633.17,Jul-2019,Jun-2019,1
28000,60 months,20.00%,D,Attorney,10+ years,19e4,Mar-2019,Fully Paid,debt_consolidation,29371.3957716794,Jun-2019,27949.96,NA,Jun-2019,1
8000,36 months,8.19%,A,Middle School Teacher,< 1 year,68e3,Mar-2019,Current,debt_consolidation,746.92,Jun-2019,251.4,Jul-2019,Jun-2019,1
10000,36 months,17.97%,D,Sergeant,10+ years,8e4,Mar-2019,Current,debt_consolidation,1064.17,Jun-2019,361.38,Jul-2019,Jun-2019,1
25000,60 months,11.80%,B,Elevator Mechanic,10+ years,12e4,Feb-2019,Current,credit_card,2197.97,Jun-2019,553.59,Jul-2019,Jun-2019,1
20500,60 months,15.02%,C,Vice President,6 years,2e5,Feb-2019,Current,debt_consolidation,2054.28,Jun-2019,487.91,Jul-2019,Jun-2019,1
10000,36 months,11.71%,B,NA,n/a,36e3,Mar-2019,Current,debt_consolidation,985.77,Jun-2019,330.76,Jul-2019,Jun-2019,1
5000,36 months,15.57%,C,certified nursing assistant,5 years,3e4,Feb-2019,Current,debt_consolidation,781.68,Jun-2019,174.73,Jul-2019,Jun-2019,1
16400,60 months,12.40%,B,Store manager,10+ years,204e3,Feb-2019,Current,car,1461.26,Jun-2019,368.14,Jul-2019,Jun-2019,1
31000,60 months,10.33%,B,Controller,10+ years,106e3,Feb-2019,Fully Paid,debt_consolidation,31925.731005459,May-2019,30633.89,NA,Jun-2019,1
20000,36 months,6.46%,A,Teacher,10+ years,8e4,Jan-2019,Current,credit_card,3055.92,Jun-2019,612.62,Jul-2019,Jun-2019,1
1000,36 months,14.47%,C,Registered Nurse,2 years,6e4,Jan-2019,Fully Paid,debt_consolidation,1005.626944444,Feb-2019,1007.64,NA,Feb-2019,1
10800,60 months,16.14%,C,service assisatnts and parts co-ordinato,1 year,8e4,Jan-2019,Current,debt_consolidation,1307.52,Jun-2019,263.44,Jul-2019,Jun-2019,1
35000,60 months,10.72%,B,"VP, Head of Employee Engagement",3 years,27e4,Jan-2019,Current,credit_card,3759.71,Jun-2019,756.11,Jul-2019,Jun-2019,1
20000,36 months,13.08%,B,Conductor,< 1 year,72e3,Mar-2019,Current,debt_consolidation,2009.42,Jun-2019,674.65,Jul-2019,Jun-2019,1
10000,60 months,16.40%,C,Cage supervisor,10+ years,4e4,Mar-2019,Current,debt_consolidation,726.85,Jun-2019,245.32,Jul-2019,Jun-2019,1
35000,60 months,20.00%,D,Field Service Engineer 2,8 years,125e3,Mar-2019,Current,debt_consolidation,2840.21,Jun-2019,927.29,Jul-2019,Jun-2019,1
10000,36 months,11.80%,B,Lead,10+ years,64e3,Jan-2019,Current,credit_card,1642.84,Jun-2019,331.19,Jul-2019,Jun-2019,1
10000,60 months,19.92%,D,NA,n/a,17496,Jan-2019,Current,credit_card,1366.77,Jun-2019,264.5,Jul-2019,Jun-2019,1
16000,36 months,10.72%,B,Senior Payroll Analyst,< 1 year,89440,Jan-2019,Current,debt_consolidation,2589.49,Jun-2019,521.71,Jul-2019,Jun-2019,1
18000,36 months,8.19%,A,Office work,7 years,4e4,Jan-2019,Current,debt_consolidation,2820.01,Jun-2019,565.64,Jul-2019,Jun-2019,1
10000,36 months,16.91%,C,Business Analyst,5 years,105e3,Feb-2019,Current,debt_consolidation,1396.15,Jun-2019,356.08,Jul-2019,Jun-2019,1
1800,36 months,13.08%,B,Teachers aid,3 years,2e4,Mar-2019,Current,other,180.85,Jun-2019,60.72,Jul-2019,Jun-2019,1
29875,36 months,7.56%,A,NA,n/a,15780,Jan-2019,Current,credit_card,3707.97,May-2019,930.13,Jul-2019,Jun-2019,1
24000,60 months,15.02%,C,Court Reporter Workers Comp,10+ years,82e3,Jan-2019,Current,debt_consolidation,2806.03,Jun-2019,571.22,Jul-2019,Jun-2019,1
12000,60 months,16.91%,C,Provider,9 years,24e3,Feb-2019,Current,credit_card,1168.09,Jun-2019,297.66,Jul-2019,Jun-2019,1
21000,36 months,12.98%,B,NA,< 1 year,55e3,Jan-2019,Current,credit_card,3521.76,Jun-2019,707.38,Jul-2019,Jun-2019,1
26500,36 months,12.98%,B,Sales Manager,10+ years,47500,Feb-2019,Current,debt_consolidation,3608.78,Jun-2019,892.64,Jul-2019,Jun-2019,1
2000,36 months,17.97%,D,evs,8 years,32e3,Feb-2019,Current,vacation,287.12,Jun-2019,72.28,Jul-2019,Jun-2019,1
5200,36 months,8.19%,A,MFG supervisor,10+ years,68652,Jan-2019,Current,debt_consolidation,5376.64458245,Jun-2019,4725.37,Jul-2019,Jun-2019,1
10000,60 months,28.80%,D,Staff Sergeant and Air reserve tech,7 years,77500,Mar-2019,Current,credit_card,932.63,Jun-2019,316.21,Jul-2019,Jun-2019,1
8000,36 months,10.72%,B,Pharmacist Tech.,10+ years,5e4,Feb-2019,Current,debt_consolidation,1299.54,Jun-2019,260.86,Jul-2019,Jun-2019,1
16000,60 months,20.00%,D,Sales Representative,2 years,5e4,Mar-2019,Current,home_improvement,1253.95,Jun-2019,423.91,Jul-2019,Jun-2019,1
12000,36 months,28.90%,E,Drivers,10+ years,5e4,Mar-2019,Current,home_improvement,1468.13,Jun-2019,502.22,Jul-2019,Jun-2019,1
20000,60 months,20.00%,D,NA,n/a,22800,Mar-2019,Current,debt_consolidation,1567.42,Jun-2019,529.88,Jul-2019,Jun-2019,1
16500,60 months,20.00%,D,Deputy Sheriff,4 years,43700,Mar-2019,Fully Paid,debt_consolidation,16938.201666667,Apr-2019,16956.53,NA,Apr-2019,1
30000,36 months,13.56%,C,System Admin,< 1 year,106e3,Feb-2019,Current,debt_consolidation,4087.02,Jun-2019,1018.93,Jul-2019,Jun-2019,1
4800,36 months,13.56%,C,Maintenance,4 years,4e4,Feb-2019,Current,debt_consolidation,648.5,Jun-2019,163.03,Jul-2019,Jun-2019,1
6000,36 months,12.40%,B,Manager,7 years,35e3,Mar-2019,Current,debt_consolidation,593.05,Jun-2019,200.44,Jul-2019,Jun-2019,1
12000,60 months,12.98%,B,truck driver/heavy equipment operator,< 1 year,7e4,Jan-2019,Current,debt_consolidation,1355.95,Jun-2019,272.92,Jul-2019,Jun-2019,1
5000,36 months,7.56%,A,Paralegal,10+ years,5e4,Mar-2019,Current,debt_consolidation,462.81,Jun-2019,155.67,Jul-2019,Jun-2019,1
40000,60 months,18.94%,D,Pharmaceutical Sales,1 year,9e4,Jan-2019,Current,debt_consolidation,5139.46,Jun-2019,1036.31,Jul-2019,Jun-2019,1
16000,36 months,17.97%,D,OFFICE MAINTAINANCE,9 years,76e3,Jan-2019,Current,debt_consolidation,3455.03,Jun-2019,578.2,Jul-2019,Jun-2019,1
8000,36 months,8.81%,A,Analyst,10+ years,95300,Jan-2019,Current,other,1264.58,Jun-2019,253.7,Jul-2019,Jun-2019,1
19750,60 months,20.89%,D,NA,n/a,18e3,Jan-2019,Current,credit_card,2235.51,Jun-2019,533.09,Jul-2019,Jun-2019,1
10000,36 months,11.31%,B,Sr. Geoscience Technician,5 years,167e3,Feb-2019,Current,home_improvement,1309.16,Jun-2019,328.86,Jul-2019,Feb-2019,1
33500,36 months,10.33%,B,Area Sales Manager,3 years,136e3,Feb-2019,Current,debt_consolidation,4296.54,Jun-2019,1086.15,Jul-2019,Jun-2019,1
4000,36 months,11.71%,B,Vice President,10+ years,8e4,Mar-2019,Current,other,391.73,Jun-2019,132.31,Jul-2019,Jun-2019,1
10000,36 months,11.71%,B,Welder,5 years,7e4,Mar-2019,Current,credit_card,1310.03,Jun-2019,330.76,Jul-2019,Jun-2019,1
9000,36 months,8.81%,A,Petty Officer Second Class,8 years,49e3,Mar-2019,Current,debt_consolidation,851.83,Jun-2019,285.41,Jul-2019,Jun-2019,1
15000,60 months,18.94%,D,Director,< 1 year,7e4,Feb-2019,Current,debt_consolidation,1515.02,Jun-2019,388.62,Jul-2019,Jun-2019,1
10000,36 months,10.72%,B,Police Officer,5 years,47e3,Jan-2019,Current,debt_consolidation,1615.46,Jun-2019,326.07,Jul-2019,Jun-2019,1
5000,36 months,7.02%,A,Compliance Reviewer,9 years,81e3,Feb-2019,Current,debt_consolidation,613.86,Jun-2019,154.44,Jul-2019,Jun-2019,1
1500,36 months,17.97%,D,security guard,< 1 year,33596,Jan-2019,Current,vacation,268.05,Jun-2019,54.21,Jul-2019,Jun-2019,1
20000,36 months,7.56%,A,CASHIER,3 years,35428,Feb-2019,Current,other,2482.32,Jun-2019,622.68,Jul-2019,Jun-2019,1
16000,36 months,11.02%,B,Consumer Relations Specialist,10+ years,5e4,Feb-2019,Current,home_improvement,2086.12,Jun-2019,523.98,Jul-2019,Jun-2019,1
24000,60 months,16.91%,C,Claims Research and Report Analyst,10+ years,73e3,Feb-2019,Current,credit_card,2324.87,Jun-2019,595.31,Jul-2019,Jun-2019,1
28000,36 months,10.33%,B,Sr. Cad Operator,2 years,9e4,Mar-2019,Current,debt_consolidation,2707.42,Jun-2019,907.83,Jul-2019,Jun-2019,1
8500,36 months,12.98%,B,Call center Manager,1 year,61e3,Feb-2019,Current,medical,1139.15,Jun-2019,286.32,Jul-2019,Jun-2019,1
10000,60 months,10.33%,B,NA,n/a,25e3,Feb-2019,Current,other,850.66,Jun-2019,214.1,Jul-2019,Jun-2019,1
4800,36 months,6.46%,A,Technician,10+ years,48e3,Jan-2019,Current,credit_card,731.7,Jun-2019,147.03,Jul-2019,Jun-2019,1
4800,36 months,15.02%,C,Truck driver,10+ years,95e3,Feb-2019,Current,home_improvement,661.79,Jun-2019,166.45,Jul-2019,May-2019,1
10000,36 months,7.02%,A,NA,< 1 year,61e3,Feb-2019,Current,credit_card,1231.58,Jun-2019,308.87,Jul-2019,Jun-2019,1
8000,36 months,10.72%,B,Warehouse,2 years,45e3,Feb-2019,Current,debt_consolidation,1045.83,Jun-2019,260.86,Jul-2019,Jun-2019,1
23500,60 months,10.72%,B,Firefighter,2 years,9e4,Jan-2019,Current,debt_consolidation,2652.73,Jun-2019,507.68,Jul-2019,Jun-2019,1
25000,36 months,7.02%,A,NA,n/a,59008.92,Jan-2019,Current,debt_consolidation,3851.05,Jun-2019,772.16,Jul-2019,Jun-2019,1
7000,36 months,12.98%,B,Superintendent,6 years,9e4,Jan-2019,Current,credit_card,976.01,May-2019,235.8,Jul-2019,Jun-2019,1
11000,36 months,10.33%,B,QHSE Manager,7 years,106e3,Mar-2019,Current,debt_consolidation,1057.32,Jun-2019,356.65,Jul-2019,Jun-2019,1
15000,60 months,12.98%,B,certified pharmacy technician,10+ years,47e3,Feb-2019,Current,credit_card,1342.97,Jun-2019,341.15,Jul-2019,Jun-2019,1
7000,36 months,13.08%,B,Specialist,10+ years,115e3,Mar-2019,Current,small_business,703.3,Jun-2019,236.13,Jul-2019,Jun-2019,1
24000,36 months,8.19%,A,NA,< 1 year,75e3,Jan-2019,Fully Paid,debt_consolidation,24663.1632700962,May-2019,22422.46,NA,May-2019,1
40000,60 months,12.98%,B,Chief of Staff,5 years,131e3,Feb-2019,Current,credit_card,2887.81,Jun-2019,909.72,Jul-2019,Jun-2019,1
12000,60 months,8.19%,A,marketing/print manager,10+ years,52e3,Jan-2019,Current,debt_consolidation,1216.59,Jun-2019,244.41,Jul-2019,Jun-2019,1
20000,60 months,15.02%,C,NA,n/a,59053,Feb-2019,Current,debt_consolidation,1870.66,Jun-2019,476.01,Jul-2019,Jun-2019,1
31000,60 months,10.33%,B,NA,n/a,57600,Jan-2019,Current,car,3274.07,Jun-2019,663.71,Jul-2019,Jun-2019,1
20000,60 months,10.33%,B,Facility technician,10+ years,91e3,Mar-2019,Current,debt_consolidation,1261.64,Jun-2019,428.2,Jul-2019,Jun-2019,1
10000,36 months,14.47%,C,Front office specialist,3 years,22e3,Jan-2019,Current,debt_consolidation,1804.27,Jun-2019,344.07,Jul-2019,Jun-2019,1
5000,36 months,6.46%,A,Warehouse Supervisor,4 years,2e4,Mar-2019,Current,credit_card,457.69,Jun-2019,153.16,Jul-2019,Jun-2019,1
12000,36 months,8.19%,A,Registered Nurse,< 1 year,64e3,Jan-2019,Current,debt_consolidation,1879.99,Jun-2019,377.09,Jul-2019,Jun-2019,1
10400,36 months,12.98%,B,security profesional,9 years,26500,Feb-2019,Current,debt_consolidation,1393.78,Jun-2019,350.32,Jul-2019,Jun-2019,1
10000,36 months,8.81%,A,NA,< 1 year,93e3,Feb-2019,Current,debt_consolidation,1256.24,Jun-2019,317.12,Jul-2019,Jun-2019,1
6050,36 months,18.94%,D,Director:IT,5 years,354e3,Jan-2019,Current,debt_consolidation,1095.22,Jun-2019,221.59,Jul-2019,Jun-2019,1
6600,36 months,25.00%,D,Material Handler,1 year,39e3,Feb-2019,Current,credit_card,1031.35,Jun-2019,262.42,Jul-2019,Jun-2019,1
6500,36 months,17.97%,D,Data Analyst,2 years,56e3,Feb-2019,Current,moving,933.11,Jun-2019,234.9,Jul-2019,Jun-2019,1
12000,36 months,14.47%,C,forklift/warehouse,4 years,25e3,Jan-2019,Current,debt_consolidation,1632.23,May-2019,412.88,Jul-2019,Jun-2019,1
7500,36 months,7.56%,A,Trooper,10+ years,96624,Jan-2019,Current,other,1164.4,Jun-2019,233.51,Jul-2019,Jun-2019,1
12000,36 months,13.56%,C,Leasing Professional,3 years,42e3,Jan-2019,Current,credit_card,2015.3,Jun-2019,407.58,Jul-2019,Jun-2019,1
10000,36 months,19.92%,D,Cashier,8 years,32e3,Jan-2019,Current,debt_consolidation,1878.28,Jun-2019,371.23,Jul-2019,Jun-2019,1
16000,60 months,14.47%,C,Associate Engineer,1 year,61800,Jan-2019,Current,debt_consolidation,1868.19,Jun-2019,376.21,Jul-2019,Jun-2019,1
25000,36 months,18.94%,D,Collector,3 years,54e3,Feb-2019,Current,debt_consolidation,3741.52,Jun-2019,915.65,Jul-2019,Jun-2019,1
28800,36 months,7.56%,A,Supervisor,10+ years,114700,Feb-2019,Current,credit_card,3574.54,Jun-2019,896.66,Jul-2019,Jun-2019,1
10000,36 months,7.02%,A,Laser Tech,6 years,66e3,Mar-2019,Current,debt_consolidation,918.81,Jun-2019,308.87,Jul-2019,Jun-2019,1
20000,60 months,16.14%,C,Purchasing Manager,9 years,63e3,Jan-2019,Current,debt_consolidation,2394.47,Jun-2019,487.86,Jul-2019,Jun-2019,1
20000,36 months,10.72%,B,Service Advisor,2 years,6e4,Jan-2019,Current,credit_card,3236.83,Jun-2019,652.13,Jul-2019,Jun-2019,1
20000,36 months,8.81%,A,Accountant,5 years,63e3,Feb-2019,Current,debt_consolidation,2527.13,Jun-2019,634.23,Jul-2019,Jun-2019,1
15000,36 months,17.97%,D,charter,10+ years,15e4,Feb-2019,Current,debt_consolidation,2138.33,Jun-2019,542.07,Jul-2019,Jun-2019,1
20000,60 months,27.27%,E,owner,10+ years,41600,Feb-2019,Current,debt_consolidation,2425.46,Jun-2019,613.94,Jul-2019,Jun-2019,1
8000,36 months,11.31%,B,NA,n/a,0,Feb-2019,Current,debt_consolidation,1039.79,Jun-2019,263.09,Jul-2019,Jun-2019,1
21000,36 months,6.46%,A,NA,< 1 year,96e3,Jan-2019,Current,debt_consolidation,3235.09,Jun-2019,643.25,Jul-2019,Jun-2019,1
20000,36 months,8.81%,A,registered nurse,10+ years,82e3,Jan-2019,Current,debt_consolidation,3161.36,Jun-2019,634.23,Jul-2019,Jun-2019,1
27000,36 months,11.02%,B,General Managing Partner,3 years,6e4,Mar-2019,Current,credit_card,2619.57,Jun-2019,884.21,Jul-2019,Jun-2019,1
3000,36 months,10.33%,B,Retail Manager,10+ years,55e3,Mar-2019,Current,home_improvement,290.09,Jun-2019,97.27,Jul-2019,Jun-2019,1
21000,60 months,11.02%,B,Consumer Health Specialist,2 years,9e4,Mar-2019,Current,debt_consolidation,900.76,Jun-2019,456.81,Jul-2019,Jun-2019,1
9000,36 months,15.02%,C,Accounting,5 years,4e4,Jan-2019,Current,credit_card,1766.45,Jun-2019,312.08,Jul-2019,Jun-2019,1
10000,36 months,14.47%,C,Registered Nurse,3 years,64e3,Jan-2019,Current,debt_consolidation,1700.25,Jun-2019,344.07,Jul-2019,Jun-2019,1
30000,36 months,20.00%,D,owner,10+ years,247e3,Mar-2019,Current,other,3278.06,Jun-2019,1114.91,Jul-2019,Jun-2019,1
40000,60 months,15.02%,C,"Operator ,crusher Mechanic",5 years,1e5,Jan-2019,Current,credit_card,4726.72,Jun-2019,952.02,Jul-2019,Jun-2019,1
8000,36 months,8.81%,A,Sales,4 years,88e3,Mar-2019,Current,credit_card,757.18,Jun-2019,253.7,Jul-2019,Jun-2019,1
10000,36 months,26.31%,E,NA,n/a,27e3,Feb-2019,Current,other,1676.71,Jun-2019,404.56,Jul-2019,Jun-2019,1
10000,36 months,10.33%,B,Military Police,10+ years,76e3,Mar-2019,Current,other,966.95,Jun-2019,324.23,Jul-2019,Jun-2019,1
4800,36 months,11.31%,B,communicator,1 year,3e4,Jan-2019,Current,debt_consolidation,786.28,Jun-2019,157.86,Jul-2019,Jun-2019,1
9000,36 months,15.02%,C,Inventory control specialist,5 years,33e3,Jan-2019,Current,debt_consolidation,1552.89,Jun-2019,312.08,Jul-2019,Jun-2019,1
10000,60 months,19.92%,D,Machinist,10+ years,59e3,Jan-2019,Current,debt_consolidation,1311.43,Jun-2019,264.5,Jul-2019,Jun-2019,1
8400,36 months,13.90%,C,concrete finisher,4 years,72e3,Mar-2019,Current,credit_card,853.58,Jun-2019,286.69,Jul-2019,Jun-2019,1
13600,36 months,18.94%,D,Teacher,1 year,36e3,Feb-2019,Current,debt_consolidation,1978.13,Jun-2019,498.11,Jul-2019,Jun-2019,1
12000,60 months,11.80%,B,Driver,10+ years,68e3,Jan-2019,Current,debt_consolidation,1320.78,Jun-2019,265.73,Jul-2019,Jun-2019,1
10800,36 months,6.46%,A,NA,n/a,48059,Feb-2019,Current,debt_consolidation,1621.15,Jun-2019,330.82,Jul-2019,Jun-2019,1
10450,60 months,13.56%,C,Receptionist Admin/Assistant,10+ years,53e3,Feb-2019,Current,debt_consolidation,955.25,Jun-2019,240.78,Jul-2019,Jun-2019,1
20000,36 months,7.02%,A,People Operations Assistant,< 1 year,62400,Jan-2019,Current,debt_consolidation,3080.85,Jun-2019,617.73,Jul-2019,Jun-2019,1
3000,36 months,16.91%,C,Partner,7 years,12e4,Jan-2019,Current,medical,531.33,Jun-2019,106.83,Jul-2019,Jun-2019,1
8000,36 months,16.14%,C,Lead Sales Representative,7 years,45e3,Jan-2019,Current,debt_consolidation,1401.88,Jun-2019,281.81,Jul-2019,Jun-2019,1
16000,36 months,7.02%,A,Teacher,2 years,5e4,Mar-2019,Current,debt_consolidation,1476.3,Jun-2019,494.18,Jul-2019,Jun-2019,1
25000,36 months,12.40%,B,Team Lead,6 years,1e5,Mar-2019,Current,other,2471.01,Jun-2019,835.15,Jul-2019,Jun-2019,1
24000,60 months,20.00%,D,Manager,8 years,52e3,Mar-2019,Current,debt_consolidation,1854.25,Jun-2019,635.86,Jul-2019,Jun-2019,1
3500,36 months,16.91%,C,Housekeeping aide,8 years,37e3,Jan-2019,Current,major_purchase,619.86,Jun-2019,124.63,Jul-2019,Jun-2019,1
6500,36 months,15.02%,C,International Travel Liaison,10+ years,81645,Jan-2019,Current,debt_consolidation,1116.1,Jun-2019,225.39,Jul-2019,Jun-2019,1
40000,60 months,10.72%,B,Electrician,4 years,85e3,Jan-2019,Current,credit_card,4296.83,Jun-2019,864.13,Jul-2019,Jun-2019,1
